`Abd,al-Rahman,Abnudi,,,,,,
Ramanuja,,,,,,,,
Ibn,Gabirol,,,,,,,
Saint,Anselm,of,Canterbury,,,,,
al-Ghazali,,,,,,,,
Peter,Abelard,,,,,,,
Averroes,,,,,,,,
Zhu,Xi,,,,,,,
Moses,Maimonides,,,,,,,
Ibn,al-'Arabi,,,,,,,
Shinran,,,,,,,,
Saint,Thomas,Aquinas,,,,,,
John,Duns,Scotus,,,,,,
William,of,Ockham,,,,,,
Niccolo,Machiavelli,,,,,,,
Wang,Yangming,,,,,,,
Francis,Bacon,,,,,,,
Thomas,Hobbes,,,,,,,
Rene,Descartes,,,,,,,
John,Locke,,,,,,,
Benedict,de,Spinoza,,,,,,
Gottfried,Wilhelm,Leibniz,,,,,,
Giambattista,Vico,,,,,,,
George,Berkeley,,,,,,,
Montesquieu,,,,,,,,
David,Hume,,,,,,,
Jean-Jacques,Rousseau,,,,,,,
Immanuel,Kant,,,,,,,
Moses,Mendelssohn,,,,,,,
Marie-Jean-Antoine-Nicolas,de,Caritat,marquis,de,Condorcet,,,
Jeremy,Bentham,,,,,,,
Georg,Wilhelm,Friedrich,Hegel,,,,,
Arthur,Schopenhauer,,,,,,,
Auguste,Comte,,,,,,,
John,Stuart,Mill,,,,,,
Soren,Kierkegaard,,,,,,,
Karl,Marx,,,,,,,
Herbert,Spencer,,,,,,,
Wilhelm,Dilthey,,,,,,,
William,James,,,,,,,
Friedrich,Nietzsche,,,,,,,
Frege,,,,,,,,
Edmund,Husserl,,,,,,,
Henri,Bergson,,,,,,,
John,Dewey,,,,,,,
Alfred,North,Whitehead,,,,,,
Benedetto,Croce,,,,,,,
Nishida,Kitaro,,,,,,,
Bertrand,Russell,,,,,,,
G.E.,Moore,,,,,,,
Martin,Buber,,,,,,,
Ludwig,Wittgenstein,,,,,,,
Martin,Heidegger,,,,,,,
Rudolf,Carnap,,,,,,,
Sir,Karl,Popper,,,,,,
Theodor,Wiesengrund,Adorno,,,,,,
Jean-Paul,Sartre,,,,,,,
Hannah,Arendt,,,,,,,
Simone,de,Beauvoir,,,,,,
Willard,Van,Orman,Quine,,,,,
Sir,A.J.,Ayer,,,,,,
Wilfrid,Sellars,,,,,,,
John,Rawls,,,,,,,
Thomas,S.,Kuhn,,,,,,
Michel,Foucault,,,,,,,
Noam,Chomsky,,,,,,,
Jurgeb,Gabernas,,,,,,,
Sir,Bernard,Williams,,,,,,
Jacques,Derrida,,,,,,,
Richard,Rorty,,,,,,,
Robert,Nozick,,,,,,,
Saul,Kripke,,,,,,,
David,Kellogg,Lewis,,,,,,
Peter,Albert,David,Singer,,,,,
Socrates,,,,,,,,
Plato,,,,,,,,
Aristotle,,,,,,,,
Immanuel,Kant,,,,,,,
Rene,Descartes,,,,,,,
Friedrich,Nietzsche,,,,,,,
Karl,Marx,,,,,,,
Avicenna,,,,,,,,
David,Hume,,,,,,,
Martin,Heidegger,,,,,,,
Ludwig,Wittgenstein,,,,,,,
John,Locke,,,,,,,
Georg,Wilhelm,Friedrich,Hegel,,,,,
Thomas,Aquinas,,,,,,,
Soren,Kierkegaard,,,,,,,
Edmund,Husserl,,,,,,,
Jean-Paul,Sartre,,,,,,,
Jacques,Derrida,,,,,,,
Michel,Foucault,,,,,,,
Averroes,,,,,,,,
John,Stuart,Mill,,,,,,
William,James,,,,,,,
Gottfried,Wilhelm,Leibniz,,,,,,
Frege,,,,,,,,
Karl,Marx,,,,,,,
Friedrich,Nietzsche,,,,,,,
Aristotle,,,,,,,,
Noam,Chomsky,,,,,,,
Plato,,,,,,,,
Marcus,Aurelius,,,,,,,
Niccolo,Machiavelli,,,,,,,
Immanuel,Kant,,,,,,,
John,Locke,,,,,,,
Confucius,,,,,,,,
Voltaire,,,,,,,,
Albert,Camus,,,,,,,
Adam,Smith,,,,,,,
Jean-Jacques,Rousseau,,,,,,,
Michel,Foucault,,,,,,,
Bertrand,Russell,,,,,,,
Francis,Bacon,,,,,,,
Ralph,Waldo,Emerson,,,,,,
Slavoj,Zizek,,,,,,,
Soren,Kierkegaard,,,,,,,
Thomas,Hobbes,,,,,,,
Georg,Wilhelm,Friedrich,Hegel,,,,,
Diogenes,Of,Sinope,,,,,,
David,Hume,,,,,,,
Arthur,Schopenhauer,,,,,,,
John,Stuart,Mill,,,,,,
Avicenna,,,,,,,,
Simone,de,Beauvoir,,,,,,
Hannah,Arendt,,,,,,,
Baruch,Spinoza,,,,,,,
Sun,Tzu,,,,,,,
Lao,Tzu,,,,,,,
Martin,Heidegger,,,,,,,
Lucius,Annaeus,Seneca,,,,,,
John,Dewey,,,,,,,
William,James,,,,,,,
Jeremy,Bentham,,,,,,,
Edmund,Burke,,,,,,,
Montesquieu,,,,,,,,
Jacques,Derrida,,,,,,,
Karl,Popper,,,,,,,
Heraclitus,,,,,,,,
Judith,Butler,,,,,,,
Maimonides,,,,,,,,
Epicurus,,,,,,,,
Jacques,Lacan,,,,,,,
Auguste,Comte,,,,,,,
Albert,Schweitzer,,,,,,,
John,Rawls,,,,,,,
Ludwig,Wittgenstein,,,,,,,
Walter,Benjamin,,,,,,,
Jurgen,Habermas,,,,,,,
Averroes,,,,,,,,
Roland,Barthes,,,,,,,
Theodor,W.,Adorno,,,,,,
Denis,Diderot,,,,,,,
Edmund,Husserl,,,,,,,
Parmenides,,,,,,,,
George,Berkeley,,,,,,,
Louis,Althusser,,,,,,,
Thomas,Kuhn,,,,,,,
Anselm,,,,,,,,
Henri,Bergson,,,,,,,
Zeno,,,,,,,,
Anicius,Manlius,Severinus,Boethius,,,,,
William,of,Ockham,,,,,,
Plotinus,,,,,,,,
Giorgio,Agamben,,,,,,,
Richard,Rorty,,,,,,,
Maurice,Merleau-Ponty,,,,,,,
George,Herbert,Mead,,,,,,
Duns,Scotus,,,,,,,
Alain,Badiou,,,,,,,
Willard,Van,Orman,Quine,,,,,
Johann,Gottlieb,Fichte,,,,,,
Bonaventure,,,,,,,,
Johann,Gottfried,Herder,,,,,,
Emmanuel,Levinas,,,,,,,
Jean-Francois,Lyotard,,,,,,,
Mozi,,,,,,,,
Paul,Feyerabend,,,,,,,
J.,L.,Austin,,,,,,
Max,Horkheimer,,,,,,,
Friedrich,Wilhelm,Joseph,Schelling,,,,,
Hans-Georg,Gadamer,,,,,,,
Luce,Irigaray,,,,,,,
Paul,Ricoeur,,,,,,,
Rudolf,Carnap,,,,,,,
St.,Augustine,,,,,,,
Jacques,Ranciere,,,,,,,
Franz,Brentano,,,,,,,
Proclus,,,,,,,,
Thomas,Aquinas,,,,,,,
Donald,Davidson,,,,,,,
Wilhelm,Dilthey,,,,,,,
Ernst,Cassirer,,,,,,,
Max,Scheler,,,,,,,
Michel,Henry,,,,,,,
Jean-Luc,Nancy,,,,,,,
Thomas,à,Kempis,,,,,,
Edwin,A.,Abbott,,,,,,
Henry,Adams,,,,,,,
Jane,Addams,,,,,,,
Aeschylus,,,,,,,,
Aesop,,,,,,,,
A.,N.,Afanasyev,,,,,,
Abu,al-ʻAlaʼ,al-Maʻarri,,,,,,
Louisa,May,Alcott,,,,,,
Archibald,Alexander,,,,,,,
Horatio,Alger,Jr.,,,,,,
Dante,Alighieri,,,,,,,
Margery,Allingham,,,,,,,
Poul,Anderson,,,,,,,
Sherwood,Anderson,,,,,,,
Leonid,Andreyev,,,,,,,
Anonymous,,,,,,,,
Apuleius,,,,,,,,
Ludovico,Ariosto,,,,,,,
Aristotle,,,,,,,,
Elizabeth,von,Arnim,,,,,,
Matthew,Arnold,,,,,,,
Mikhail,Artsybashev,,,,,,,
Daisy,Ashford,,,,,,,
Marcus,Aurelius,,,,,,,
Jane,Austen,,,,,,,
Mary,Austin,,,,,,,
Charles,Babbage,,,,,,,
H.,C.,Bailey,,,,,,
Philip,James,Bailey,,,,,,
R.,M.,Ballantyne,,,,,,
HonorE,de,Balzac,,,,,,
David,Park,Barnitz,,,,,,
P.,T.,Barnum,,,,,,
J.,M.,Barrie,,,,,,
L.,Frank,Baum,,,,,,
William,Beckford,,,,,,,
Max,Beerbohm,,,,,,,
Edward,Bellamy,,,,,,,
Hilaire,Belloc,,,,,,,
Arnold,Bennett,,,,,,,
E.,F.,Benson,,,,,,
Godfrey,R.,Benson,,,,,,
E.,C.,Bentley,,,,,,
Alexander,Berkman,,,,,,,
Ambrose,Bierce,,,,,,,
Earl,Derr,Biggers,,,,,,
Black,Hawk,,,,,,,
Jack,Black,,,,,,,
R.,D.,Blackmore,,,,,,
Giovanni,Boccaccio,,,,,,,
Boethius,,,,,,,,
Rolf,Boldrewood,,,,,,,
Guy,Boothby,,,,,,,
George,Borrow,,,,,,,
Ray,Bradbury,,,,,,,
M.,E.,Braddon,,,,,,
Ernest,Bramah,,,,,,,
Angela,Brazil,,,,,,,
Linda,Brent,,,,,,,
Louis,Bromfield,,,,,,,
Anne,Brontë,,,,,,,
Charlotte,Brontë,,,,,,,
Emily,Brontë,,,,,,,
William,Wells,Brown,,,,,,
Elizabeth,Barrett,Browning,,,,,,
John,Buchan,,,,,,,
Pearl,S.,Buck,,,,,,
Algis,Budrys,,,,,,,
Thomas,Bulfinch,,,,,,,
Edward,Bulwer-Lytton,,,,,,,
Ivan,Bunin,,,,,,,
John,Bunyan,,,,,,,
Thornton,W.,Burgess,,,,,,
Frances,Hodgson,Burnett,,,,,,
Fanny,Burney,,,,,,,
Walter,Noble,Burns,,,,,,
Edgar,Rice,Burroughs,,,,,,
Richard,F.,Burton,,,,,,
Samuel,Butler,,,,,,,
Samuel,Butler,,,,,,,
Lord,Byron,,,,,,,
James,Branch,Cabell,,,,,,
Julius,Caesar,,,,,,,
John,W.,Campbell,,,,,,
Karel,Čapek,,,,,,,
Thomas,Carlyle,,,,,,,
Pedro,Carolino,
JosE,da,Fonseca,,,
Lewis,Carroll,,,,,,,
Willa,Cather,,,,,,,
Margaret,Cavendish,,,,,,,
Miguel,de,Cervantes,Saavedra,,,,,
Robert,W.,Chambers,,,,,,
Geoffrey,Chaucer,,,,,,,
Anton,Chekhov,,,,,,,
Apsley,Cherry-Garrard,,,,,,,
Charles,W.,Chesnutt,,,,,,
G.,K.,Chesterton,,,,,,
Erskine,Childers,,,,,,,
Kate,Chopin,,,,,,,
Agatha,Christie,,,,,,,
Cicero,,,,,,,,
William,F.,Cody,,,,,,
Wilkie,Collins,,,,,,,
Carlo,Collodi,,,,,,,
Ivy,Compton-Burnett,,,,,,,
Auguste,Comte,,,,,,,
William,Congreve,,,,,,,
J.,J.,Connington,,,,,,
Joseph,Conrad,,,,,,,
Calvin,Coolidge,,,,,,,
Anna,Julia,Cooper,,,,,,
James,Fenimore,Cooper,,,,,,
Noël,Coward,,,,,,,
William,Craft,
Ellen,Craft,,,,
Stephen,Crane,,,,,,,
F.,Marion,Crawford,,,,,,
Freeman,Wills,Crofts,,,,,,
Richmal,Crompton,,,,,,,
Ernest,Howard,Crosby,,,,,,
E.,E.,Cummings,,,,,,
Frank,Hamilton,Cushing,,,,,,
Charles,Darwin,,,,,,,
Dorothy,Day,,,,,,,
Voltairine,de,Cleyre,,,,,,
Xavier,de,Maistre,,,,,,
James,De,Mille,,,,,,
Francisco,de,Quevedo,,,,,,
Thomas,De,Quincey,,,,,,
Daniel,Defoe,,,,,,,
Samuel,R.,Delany,,,,,,
Grazia,Deledda,,,,,,,
RenE,Descartes,,,,,,,
John,Dewey,,,,,,,
Philip,K.,Dick,,,,,,
Charles,Dickens,,,,,,,
Diogenes,Laërtius,,,,,,,
Benjamin,Disraeli,,,,,,,
Franklin,W.,Dixon,,,,,,
Fyodor,Dostoevsky,,,,,,,
Lloyd,C.,Douglas,,,,,,
Frederick,Douglass,,,,,,,
Arthur,Conan,Doyle,,,,,,
Theodore,Dreiser,,,,,,,
W.,E.,B.,Du,Bois,,,,
George,du,Maurier,,,,,,
Paul,Dukes,,,,,,,
Alexandre,Dumas,,,,,,,
Paul,Laurence,Dunbar,,,,,,
Lord,Dunsany,,,,,,,
Jonathan,Dymond,,,,,,,
E.,R.,Eddison,,,,,,
Maria,Edgeworth,,,,,,,
George,Eliot,,,,,,,
T.,S.,Eliot,,,,,,
Ralph,Waldo,Emerson,,,,,,
Epictetus,,,,,,,,
Olaudah,Equiano,,,,,,,
John,Meade,Falkner,,,,,,
William,Faulkner,,,,,,,
Edna,Ferber,,,,,,,
Henry,Fielding,,,,,,,
F.,Scott,Fitzgerald,,,,,,
Camille,Flammarion,,,,,,,
Gustave,Flaubert,,,,,,,
J.,S.,Fletcher,,,,,,
Barbara,Newhall,Follett,,,,,,
Mary,Parker,Follett,,,,,,
Ford,Madox,Ford,,,,,,
C.,S.,Forester,,,,,,
E.,M.,Forster,,,,,,
Anatole,France,,,,,,,
Marie,de,France,,,,,,
Benjamin,Franklin,,,,,,,
Miles,Franklin,,,,,,,
Harold,Frederic,,,,,,,
Robert,Frost,,,,,,,
Henry,Blake,Fuller,,,,,,
Joseph,Furphy,,,,,,,
Emile,Gaboriau,,,,,,,
John,Galsworthy,,,,,,,
Mahatma,Gandhi,,,,,,,
David,Garnett,,,,,,,
Vsevolod,Garshin,,,,,,,
Elizabeth,Gaskell,,,,,,,
Henry,George,,,,,,,
Geronimo,,,,,,,,
Edward,Gibbon,,,,,,,
Khalil,Gibran,,,,,,,
Charlotte,Perkins,Gilman,,,,,,
George,Gissing,,,,,,,
Karl,Gjellerup,,,,,,,
J.,W.,von,Goethe,,,,,
Nikolai,Gogol,,,,,,,
Emma,Goldman,,,,,,,
Oliver,Goldsmith,,,,,,,
Edmond,de,Goncourt,
Jules,de,Goncourt,,
Kenneth,Grahame,,,,,,,
Ulysses,S.,Grant,,,,,,
Jean,Grave,,,,,,,
Thomas,Gray,,,,,,,
Anna,Katharine,Green,,,,,,
Graham,Greene,,,,,,,
Lady,Gregory,
W.,B.,Yeats,,,
George,Grey,,,,,,,
Zane,Grey,,,,,,,
Jacob,Grimm,
Wilhelm,Grimm,,,,
H.,Rider,Haggard,,,,,,
Radclyffe,Hall,,,,,,,
Alexander,Hamilton,,
John,Jay,
James,Madison,,,
Cicely,Hamilton,,,,,,,
Dashiell,Hammett,,,,,,,
Knut,Hamsun,,,,,,,
Thea,von,Harbou,,,,,,
Thomas,Hardy,,,,,,,
Frances,Ellen,Watkins,Harper,,,,,
Harry,Harrison,,,,,,,
Nathaniel,Hawthorne,,,,,,,
William,Hazlitt,,,,,,,
Ernest,Hemingway,,,,,,,
Louis,HEmon,,,,,,,
O.,Henry,,,,,,,
Matthew,Henson,,,,,,,
Herodotus,,,,,,,,
Hermann,Hesse,,,,,,,
Georgette,Heyer,,,,,,,
Thomas,Hobbes,,,,,,,
L.,T.,Hobhouse,,,,,,
William,Hope,Hodgson,,,,,,
E.,T.,A.,Hoffmann,,,,,
James,Hogg,,,,,,,
Robert,Derby,Holmes,,,,,,
Homer,,,,,,,,
Anthony,Hope,,,,,,,
E.,W.,Hornung,,,,,,
Robert,E.,Howard,,,,,,
William,Dean,Howells,,,,,,
Langston,Hughes,,,,,,,
Langston,Hughes,
Zora,Neale,Hurston,,,
Thomas,Hughes,,,,,,,
Victor,Hugo,,,,,,,
David,Hume,,,,,,,
Fergus,Hume,,,,,,,
Aldous,Huxley,,,,,,,
J.-K.,Huysmans,,,,,,,
C.,J.,Cutcliffe,Hyne,,,,,
Henrik,Ibsen,,,,,,,
Washington,Irving,,,,,,,
Joseph,Jacobs,,,,,,,
W.,W.,Jacobs,,,,,,
J.,P.,Jacobsen,,,,,,
Henry,James,,,,,,,
M.,R.,James,,,,,,
Will,James,,,,,,,
William,James,,,,,,,
Richard,Jefferies,,,,,,,
Jerome,K.,Jerome,,,,,,
Sarah,Orne,Jewett,,,,,,
Captain,Charles,Johnson,,,,,,
E.,Pauline,Johnson,,,,,,
Georgia,Douglas,Johnson,,,,,,
James,Weldon,Johnson,,,,,,
Owen,Johnson,,,,,,,
Samuel,Johnson,,,,,,,
Ben,Jonson,,,,,,,
James,Joyce,,,,,,,
Richard,Henry,Dana,Jr.,,,,,
Herminie,Templeton,Kavanagh,,,,,,
John,Keats,,,,,,,
Helen,Keller,,,,,,,
John,Maynard,Keynes,,,,,,
Omar,Khayyam,,,,,,,
Charles,Kingsley,,,,,,,
Rudyard,Kipling,,,,,,,
E.,F.,Knight,,,,,,
Ronald,A.,Knox,,,,,,
Vladimir,Korolenko,,,,,,,
Peter,Kropotkin,,,,,,,
Aleksandr,Kuprin,,,,,,,
Henry,Kuttner,,,,,,,
Oliver,La,Farge,,,,,,
Francis,La,Flesche,,,,,,
Pierre,Choderlos,de,Laclos,,,,,
R.,A.,Lafferty,,,,,,
Selma,Lagerlof,,,,,,,
Rose,Wilder,Lane,,,,,,
Laozi,,,,,,,,
Nella,Larsen,,,,,,,
D.,H.,Lawrence,,,,,,
T.,E.,Lawrence,,,,,,
Henry,Lawson,,,,,,,
Gustave,Le,Bon,,,,,,
J.,Sheridan,Le,Fanu,,,,,
Stephen,Leacock,,,,,,,
Edward,Lear,,,,,,,
Maurice,Leblanc,,,,,,,
Fritz,Leiber,,,,,,,
Gaston,Leroux,,,,,,,
Alain-RenE,Lesage,,,,,,,
C.,S.,Lewis,,,,,,
M.,G.,Lewis,,,,,,
Sinclair,Lewis,,,,,,,
Jonas,Lie,,,,,,,
David,Lindsay,,,,,,,
John,Locke,,,,,,,
Hugh,Lofting,,,,,,,
Jack,London,,,,,,,
Frank,Belknap,Long,,,,,,
Elias,Lonnrot,,,,,,,
Anita,Loos,,,,,,,
H.,P.,Lovecraft,,,,,,
Marie,Belloc,Lowndes,,,,,,
Mina,Loy,,,,,,,
Fitz,Hugh,Ludlow,,,,,,
George,MacDonald,,,,,,,
Arthur,Machen,,,,,,,
Niccolò,Machiavelli,,,,,,,
Alexander,Mackenzie,,,,,,,
Compton,Mackenzie,,,,,,,
Maurice,Maeterlinck,
Georgette,Leblanc,,,,
Errico,Malatesta,,,,,,,
Thomas,Malory,,,,,,,
Thomas,Mann,,,,,,,
Walter,de,la,Mare,,,,,
Percy,Marks,,,,,,,
Christopher,Marlowe,,,,,,,
Richard,Marsh,,,,,,,
Edison,Marshall,,,,,,,
Karl,Marx,
Friedrich,Engels,,,,
Walter,S.,Masterman,,,,,,
Edgar,Lee,Masters,,,,,,
Charles,Robert,Maturin,,,,,,
W.,Somerset,Maugham,,,,,,
Guy,de,Maupassant,,,,,,
Johnston,McCulley,,,,,,,
George,Barr,McCutcheon,,,,,,
H.,C.,McNeile,,,,,,
Herman,Melville,,,,,,,
George,Meredith,,,,,,,
A.,Merritt,,,,,,,
Adam,Mickiewicz,,,,,,,
John,Stuart,Mill,,,,,,
Walter,M.,Miller,Jr.,,,,,
A.,A.,Milne,,,,,,
John,Milton,,,,,,,
Octave,Mirbeau,,,,,,,
Hope,Mirrlees,,,,,,,
FrEdEric,Mistral,,,,,,,
S.,M.,Mitra,,,,,,
Molière,,,,,,,,
C.,E.,Montague,,,,,,
L.,M.,Montgomery,,,,,,
G.,E.,Moore,,,,,,
Christopher,Morley,,,,,,,
William,Morris,,,,,,,
John,Muir,,,,,,,
Lewis,Mumford,,,,,,,
Natsume,Soseki,,,,,,,
John,G.,Neihardt,,,,,,
E.,Nesbit,,,,,,,
John,Henry,Newman,,,,,,
Martin,Andersen,Nexo,,,,,,
Friedrich,Nietzsche,,,,,,,
Frank,Norris,,,,,,,
Solomon,Northup,,,,,,,
Andre,Norton,,,,,,,
Philip,Francis,Nowlan,,,,,,
Liam,O'Flaherty,,,,,,,
Eugene,O'Neill,,,,,,,
Okakura,Kakuzo,,,,,,,
Margaret,Oliphant,,,,,,,
E.,Phillips,Oppenheim,,,,,,
Baroness,Orczy,,,,,,,
Ovid,,,,,,,,
Wilfred,Owen,,,,,,,
Thomas,Paine,,,,,,,
Walter,Pater,,,,,,,
Banjo,Paterson,,,,,,,
Thomas,Love,Peacock,,,,,,
Samuel,Pepys,,,,,,,
Fernando,Pessoa,,,,,,,
Julia,Peterkin,,,,,,,
Pindar,,,,,,,,
Arthur,W.,Pinero,,,,,,
H.,Beam,Piper,,,,,,
Luigi,Pirandello,,,,,,,
Plato,,,,,,,,
Edgar,Allan,Poe,,,,,,
Frederik,Pohl,
C.,M.,Kornbluth,,,
Frederik,Pohl,,,,,,,
John,William,Polidori,,,,,,
Ernest,Poole,,,,,,,
Eleanor,H.,Porter,,,,,,
Beatrix,Potter,,,,,,,
Katharine,Susannah,Prichard,,,,,,
J.,B.,Priestley,,,,,,
Procopius,,,,,,,,
Pierre-Joseph,Proudhon,,,,,,,
Marcel,Proust,,,,,,,
Sarah,Louisa,Forten,Purvis,,,,,
Alexander,Pushkin,,,,,,,
Arthur,Quiller-Couch,,,,,,,
Ann,Radcliffe,,,,,,,
Rudolph,Erich,Raspe,,,,,,
John,Reed,,,,,,,
Erich,Maria,Remarque,,,,,,
Mack,Reynolds,,,,,,,
Apollonius,of,Rhodes,,,,,,
Dorothy,M.,Richardson,,,,,,
Henry,Handel,Richardson,,,,,,
Samuel,Richardson,,,,,,,
Ameen,Rihani,,,,,,,
Jacob,Riis,,,,,,,
Mary,Roberts,Rinehart,,,,,,
JosE,Rizal,,,,,,,
Carey,Rockwell,,,,,,,
Edward,Payson,Roe,,,,,,
Sax,Rohmer,,,,,,,
Frederick,Rolfe,,,,,,,
Romain,Rolland,,,,,,,
Theodore,Roosevelt,,,,,,,
Roswitha,of,Gandersheim,,,,,,
Jean-Jacques,Rousseau,,,,,,,
Susanna,Haswell,Rowson,,,,,,
John,Ruskin,,,,,,,
Bertrand,Russell,,,,,,,
George,William,Russell,,,,,,
Mark,Rutherford,,,,,,,
Rafael,Sabatini,,,,,,,
Felix,Salten,,,,,,,
Edgar,Saltus,,,,,,,
George,Sand,,,,,,,
Dorothy,L.,Sayers,,,,,,
Walter,Scott,,,,,,,
Mary,Seacole,,,,,,,
Seneca,,,,,,,,
Robert,W.,Service,,,,,,
Anna,Sewell,,,,,,,
Ernest,Shackleton,,,,,,,
William,Shakespeare,
John,Fletcher,,,,
William,Shakespeare,,,,,,,
George,Bernard,Shaw,,,,,,
Robert,Sheckley,,,,,,,
Mary,Shelley,,,,,,,
Richard,Brinsley,Sheridan,,,,,,
Taras,Shevchenko,,,,,,,
Henryk,Sienkiewicz,,,,,,,
Upton,Sinclair,,,,,,,
Sigfrid,Siwertz,,,,,,,
Adam,Smith,,,,,,,
Cordwainer,Smith,,,,,,,
E.,E.,Smith,,,,,,
Hjalmar,Soderberg,,,,,,,
Fyodor,Sologub,,,,,,,
Sophocles,,,,,,,,
Edmund,Spenser,,,,,,,
Johanna,Spyri,,,,,,,
H.,de,Vere,Stacpoole,,,,,
Richard,Steele,,,,,,,
Gertrude,Stein,,,,,,,
John,Steinbeck,,,,,,,
Stendhal,,,,,,,,
James,Stephens,,,,,,,
Laurence,Sterne,,,,,,,
Robert,Louis,Stevenson,,,,,,
Bram,Stoker,,,,,,,
Harriet,Beecher,Stowe,,,,,,
Lytton,Strachey,,,,,,,
August,Strindberg,,,,,,,
Suetonius,,,,,,,,
Etsu,Inagaki,Sugimoto,,,,,,
Alan,Sullivan,,,,,,,
Sun,Tzu,,,,,,,
Bertha,von,Suttner,,,,,,
Jonathan,Swift,,,,,,,
J.,M.,Synge,,,,,,
Rabindranath,Tagore,,,,,,,
Tanizaki,Jun'ichiro,,,,,,,
Booth,Tarkington,,,,,,,
R.,H.,Tawney,,,,,,
Tom,Taylor,,,,,,,
Alfred,,Lord,Tennyson,,,,,
Josephine,Tey,,,,,,,
William,Makepeace,Thackeray,,,,,,
Ella,Cheever,Thayer,,,,,,
Thiruvalluvar,,,,,,,,
Edward,Thomas,,,,,,,
Henry,David,Thoreau,,,,,,
Russell,Thorndike,,,,,,,
Thucydides,,,,,,,,
Leo,Tolstoy,,,,,,,
Jean,Toomer,,,,,,,
A.,W.,Tozer,,,,,,
Anthony,Trollope,,,,,,,
Ivan,Turgenev,,,,,,,
Mark,Twain,,,,,,,
Evelyn,Underhill,,,,,,,
S.,S.,Van,Dine,,,,,
Thorstein,Veblen,,,,,,,
Jules,Verne,,,,,,,
Virgil,,,,,,,,
Voltaire,,,,,,,,
Ethel,Voynich,,,,,,,
Edgar,Wallace,,,,,,,
Lew,Wallace,,,,,,,
Horace,Walpole,,,,,,,
Hugh,Walpole,,,,,,,
Sylvia,Townsend,Warner,,,,,,
Booker,T.,Washington,,,,,,
Evelyn,Waugh,,,,,,,
John,Webster,,,,,,,
Stanley,G.,Weinbaum,,,,,,
Manly,Wade,Wellman,,,,,,
H.,G.,Wells,,,,,,
Edward,Noyes,Westcott,,,,,,
Edith,Wharton,,,,,,,
Phillis,Wheatley,,,,,,,
Fred,M.,White,,,,,,
Walt,Whitman,,,,,,,
Edward,Whymper,,,,,,,
Oscar,Wilde,,,,,,,
Thornton,Wilder,,,,,,,
William,Carlos,Williams,,,,,,
Harriet,E.,Wilson,,,,,,
Margaret,Wilson,,,,,,,
Owen,Wister,,,,,,,
Ludwig,Wittgenstein,,,,,,,
P.,G.,Wodehouse,,,,,,
Thomas,Wolfe,,,,,,,
William,Wollaston,,,,,,,
Mary,Wollstonecraft,,,,,,,
Virginia,Woolf,,,,,,,
William,Wordsworth
Samuel,Taylor,Coleridge,,,
William,Wycherley,,,,,,,
Philip,Wylie,,,,,,,
Johann,David,Wyss,,,,,,
W.,B.,Yeats,,,,,,
Yevgeny,Zamyatin,,,,,,,
Israel,Zangwill,,,,,,,
Zitkala-Sa,,,,,,,,
Emile,Zola,,,,,,,
